crawling_id,title,content,article_url,map_id,shop_id,category_cd,information_cd,shop_cd,created_dt,sentimental,score,keywords
462,Review - 차현희순두부청국장,"강릉의 차현희 순두부청국장 본점입니다. 주차시설 좋고, 음식도 깔끔하고 괜찮습니다.","<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9856,#주차시설 좋고#음식도 깔끔하고#괜찮습니다
463,Review - 차현희순두부청국장,순두부 하나 시켰는데 밑반찬이 만만찮게 나온다. 딱히 특별한 맛은 못 느끼겠다. 그냥 강릉에 왔다는 신호탄 정도.,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,negative,0.9944,#특별한 맛은#못 느끼겠다
464,Review - 차현희순두부청국장,,"<a href=""https://www.diningcode.com/profile.php?rid=en4UjeVCsHPa"">Review - 차현희순두부청국장</a> ",5,5,CA01,IC01,SC01,2026-05-08 10:32,positive,0.5076,
465,Crawl - 불개미식당,,"<a href=""https://www.diningcode.com/profile.php?rid=XXEvUSb3yMC6"">Crawl - 불개미식당</a> ",6,6,CA01,IC01,SC01,2026-05-08 10:32,positive,0.5076,
466,Review - 불개미식당,뭉근하게 끓여낸 된장찌개와 보리밥비빔밥 모든 반찬들이 맛있어요 최고네요,"<a href=""https://www.diningcode.com/profile.php?rid=XXEvUSb3yMC6"">Review - 불개미식당</a> ",6,6,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9922,#맛있어요#최고네요
467,Review - 불개미식당,양이 푸짐하고 자극적이지 않은 집밥먹는 느낌입니다! 투박해보여도 맛은 일품인집,"<a href=""https://www.diningcode.com/profile.php?rid=XXEvUSb3yMC6"">Review - 불개미식당</a> ",6,6,CA01,IC01,SC01,2026-05-08 10:32,positive,0.5605,#양이 푸짐하고#자극적이지 않은#집밥먹는 느낌#맛은 일품인집
468,Review - 불개미식당,고기가 없당...두루치기는 인당 주문해야 주문할 수 있어서 아쉬워요,"<a href=""https://www.diningcode.com/profile.php?rid=XXEvUSb3yMC6"">Review - 불개미식당</a> ",6,6,CA01,IC01,SC01,2026-05-08 10:32,negative,0.9849,#고기가 없당#아쉬워요
469,Review - 불개미식당,가정식 백반집입니다. 저렴한 가격으로 먹을수도 있고 사장님도 너무 친절하세요.,"<a href=""https://www.diningcode.com/profile.php?rid=XXEvUSb3yMC6"">Review - 불개미식당</a> ",6,6,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9268,#저렴한 가격#너무 친절하세요
470,Crawl - 강릉불고기 본점,,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Crawl - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.5076,
471,Review - 강릉불고기 본점,강릉불고기본점 다른지점이 유명한듯하지만 원조느낌나고 맛도 생각보다 안싱겁고 맛있게 먹었습니다,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.8202,#원조느낌나고#맛있게 먹었습니다
472,Review - 강릉불고기 본점,맛있다고해서 방문했는데정말 맛있었어요양이 좀 적기한데그래도 잘 먹었습니당,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9941,#정말 맛있었어요#잘 먹었습니당
473,Review - 강릉불고기 본점,"강릉 생활의달인 강릉불고기 본점 방문!!한우불고기를 간장국물에 적셔서 먹는다.간장에서 깊은 감칠맛을 느낄 수 있다!!씨간장 같은 깊은맛의 간장이라고 해야할까?그리고 여기에서는 직접 된장을 만든다고 한다.제대로 된 집된장!!주차장에 보이는 큰 항아리들을 보면 알 수 있다.두부도 직접 만드신다고 하신다.두부는 먹다가 부족하면 더 주신다고 하신다.밑반찬도 자극적이지 않고 하나같이 깔끔한 맛을 가지고 있었다.반찬은 부족하면 셀프바를 이용하거나, 셀프바에 없는 반찬들은 직원분께 말씀하시면 제공이 됩니다.강릉여행와서 마지막날 맛있게 잘 먹었네요.","<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.972,#깊은 감칠맛#제대로 된 집된장#깔끔한 맛#맛있게 잘 먹었네요
474,Review - 강릉불고기 본점,한우불고기 육질이 너무 부드럽고 육수 또한 너무 맛있네요 생활의 달인편 보고갔는데 맛이 기대이상이였어요 티비방영후에 사람도 많이 오고 괜히 달인이 아닌것같네요 너무 맛있게 먹었습니다,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.992,#육질이 너무 부드럽고#육수 또한 너무 맛있네요#맛이 기대이상이였어요#너무 맛있게 먹었습니다
475,Review - 강릉불고기 본점,파절이를 올린 한우불고기 전반적으로 시스템화가 되어 서비스가 빠르고 정확하다. 손님을 대하는 솜씨가 좋아 기다려도 나쁘지 않다. 무엇보다 불고기의 간이 세련되었고 밑반찬의 종류와 맛도 깔끔하다.,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9322,#서비스가 빠르고 정확하다#손님을 대하는 솜씨가 좋아#불고기의 간이 세련되었고#밑반찬의 종류와 맛도 깔끔하다
476,Review - 강릉불고기 본점,- 평일에 방문(코로나 영향)으로 대기 없이 바로 들어갔어요.-  후기에 양이 적다는 평을 몇번 봤는데 제가 봤을때도 고기양이 적어 보였어요- 고기는 약간 질긴편... 불고기 보단 된장찌개가 더 맛있어요 (2000원)- 가격대비 비추,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,negative,0.957,#고기양이 적어 보였어요#고기는 약간 질긴편#가격대비 비추
477,Review - 강릉불고기 본점,강릉에 있는 달인에 나온 불고기 맛집. 대기 1시간걸려 입장. 달인에 나왔다고 기대가 컷던지 그냥 불고기다. 특별하게 맛있다기보단 강릉에 와서 매번 회와 순두부만 먹을수는 없기에 다양하게 먹을수 있어 좋은 대안이겠다,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,negative,0.9061,#대기 1시간#그냥 불고기다#특별하게 맛있다기보단
478,Review - 강릉불고기 본점,강릉에 사실 다른 풍년갈비 가려다가 줄이 너무 길어서 가긴 했는데 대체적으로 만족스러웠습니다. 단체식사 딱 깔끔하게 하고 나오기에 좋더라고요. 식당이 일단 깨끗하고 깔끔하고 빨리 나와요. 비주얼 되게 좋고 맛은 짜지 않고 간간하니 만족스러웠습니다. 가성비도 좋은거 같아요:) 근처에 초당불고기라고 또 하시던뎈ㅋㅋ사장님도 엄청 친절하세요. 강릉쪽 가면 재방문의사 있습니다.,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9951,#대체적으로 만족스러웠습니다#식당이 깨끗하고#비주얼 되게 좋고#가성비도 좋은거 같아요#엄청 친절하세요#재방문의사 있습니다
479,Review - 강릉불고기 본점,파가 듬뿍 들어간 불고기와 두부가 유명하다 해서 여행길에 들렀다 소문대로 맛있다,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9289,#맛있다#유명하다해서
480,Review - 강릉불고기 본점,인스타맛집은 광고로 도배되어서 다이닝코드로 검색해서찾아갔습니다. 동해에 40년 넘게 살고 있지만 강릉불고기는 처음 알았어요 시골길을 따라서 찾아간강릉불고기 사장님께서 너무 친절하셨고주문받으실때부터 정량만 주문하시라고 해주셨어요초등학생 저학년 2명 성인2명이였는데 3인분만 주문하였고 저희 가족은 대식가라 1인분을 추가주문하여먹었습니다. 음식이 떨어지기전에 알아서 가져다 주셨고 먹는내내 신경써주셔서 너무 맛있게 먹었어요  후기는 잘 남기는 편이 아닌데 처음으로 남겨봅니다.. 기분좋은 주말저녘에 되었네요  꼭 다시 방문할께요  감사합니다,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9953,#너무 친절하셨고#너무 맛있게 먹었어요#기분좋은 주말저녘에
481,Review - 강릉불고기 본점,한우라 그런지 가격대가 좀 있는데 푸짐하고 맛있어요 양념도 자극적이지 않아서 남녀노소 즐기기 좋을듯하요,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9635,#푸짐하고 맛있어요#남녀노소 즐기기
482,Review - 강릉불고기 본점,"여름 휴가철에 2번 갔다가 줄이 너무 길어서 못갔는데 오늘은 10시 오픈할때 갔더니 딱1팀이 있어서 먹고 왔어요. 메뉴는 한우불고기밖에 안되었고요 18,000원 된장찌개 2000원 별도  밥까지 먹으면 1인에 20,000원씩이네요. 육수가 짜지 않고 밭에서 직접 재배한 야채를 주는건 좋지만  그 가격에 멀리서 찾아와서 줄서서 먹을 정도는 아니네요.","<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,negative,0.9642,#줄이 너무 길어서#가격에 멀리서 찾아와서#줄서서 먹을 정도는 아니네요
483,Review - 강릉불고기 본점,너무맛있음. 친절. 가격대는 비싼편이지만 또올듯. 자체 주차장 있음,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9653,#너무맛있음#친절#또올듯#자체 주차장
484,Review - 강릉불고기 본점,기본 반찬은 물론 메인메뉴인 옛날식 파불고기가 부드럽고 맛있습니다 가족단위 손님도 많았습니다,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9855,#부드럽고 맛있습니다#가족단위 손님도
485,Review - 강릉불고기 본점,한우불고기 맛 자극적이지 않고 건강한 맛입니다주차장 넓습니다,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9065,#자극적이지 않고#건강한 맛#주차장 넓습니다
486,Review - 강릉불고기 본점,전반적으로 건강한 맛임반찬들 종류많고 괜찮음주차공간 넓음,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9671,#전반적으로 건강한 맛#반찬들 종류많고 괜찮음#주차공간 넓음
487,Review - 강릉불고기 본점,불고기와 파가 어우러져 맛이 괜찮았고 두부가 맛있는곳 바다와 가까이 있어 좋았다,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9885,#맛이 괜찮았고#두부가 맛있는곳#바다와 가까이
488,Review - 강릉불고기 본점,"리뷰 화나지 않으면 안씁니다.고기 질김,맛 없음,된장찌개에서 간장맛이 남.절대 다시 오지 않으리라 다짐했습니다.","<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,negative,0.9805,#고기 질김#맛 없음#간장맛이 남#다시 오지 않으리라
489,Review - 강릉불고기 본점,방송에 방송되고나서 강릉에 갈일이있어서 간김에 방문을 했습니다생각보다 많이 별로였습니다 어디서나 맛볼수있는 불고기였고 친절하지도 않아서..,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,negative,0.9975,#많이 별로였습니다#어디서나 맛볼수있는#친절하지도 않아서
490,Review - 강릉불고기 본점,,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.5076,
491,Review - 강릉불고기 본점,친절하시고 정말 맛있었습니다! 서울에선 맛보지못했던 맛이에요!,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9936,#친절하시고 정말 맛있었습니다#서울에선 맛보지못했던 맛이에요
492,Review - 강릉불고기 본점,맛 한마디로 꽝맛 대비 돈이 넘 아까움서비스 그냥그냥옆테이불 손님도 매우 불만족함,"<a href=""https://www.diningcode.com/profile.php?rid=lxsx3LmaNVHm"">Review - 강릉불고기 본점</a> ",7,7,CA01,IC01,SC01,2026-05-08 10:32,negative,0.9975,#꽝맛#돈이 넘 아까움#매우 불만족함
493,Crawl - 라카이 키친,,"<a href=""https://www.diningcode.com/profile.php?rid=cgb3BxszFdwZ"">Crawl - 라카이 키친</a> ",8,8,CA01,IC01,SC01,2026-05-08 10:32,positive,0.5076,
494,Review - 라카이 키친,라카이 샌드파인 조식 뷔페 가성비 좋고 훌륭하다투숙객 할인 하면 매우 추천할만 하다다만 평일에는 안하기에 참고할 것평일 조식은 인근 라티엔다 추천한다 평일엔 여길가면 정답(내돈내산),"<a href=""https://www.diningcode.com/profile.php?rid=cgb3BxszFdwZ"">Review - 라카이 키친</a> ",8,8,CA01,IC01,SC01,2026-05-08 10:32,negative,0.9493,#다만 평일에는#참고할 것#평일 조식
495,Review - 라카이 키친,한식도 깔끔하고 탕수육도 맛있는 곳이이에요 가족식사로 딱 좋은곳입니당!,"<a href=""https://www.diningcode.com/profile.php?rid=cgb3BxszFdwZ"">Review - 라카이 키친</a> ",8,8,CA01,IC01,SC01,2026-05-08 10:32,positive,0.986,#한식도 깔끔하고#탕수육도 맛있는#가족식사로 딱 좋은곳
496,Crawl - 소도리,,"<a href=""https://www.diningcode.com/profile.php?rid=AuH90Y1ddKpe"">Crawl - 소도리</a> ",9,9,CA01,IC01,SC01,2026-05-08 10:32,positive,0.5076,
497,Review - 소도리,가게가 예쁘네요 음식은 개인적으로는 너무 달았어요 ㅠㅠ 쌈종류가 없는것도 살짝 아쉽네요,"<a href=""https://www.diningcode.com/profile.php?rid=AuH90Y1ddKpe"">Review - 소도리</a> ",9,9,CA01,IC01,SC01,2026-05-08 10:32,positive,0.7852,#가게가 예쁘네요#아쉽네요
498,Review - 소도리,정갈하고 맛있는 한상 잘 먹었습니다. 1인 운영이라 대기가 있을거라 걱정됐는데 마감시간 임박해서 가서 그런지 너무 날 좋은 날 한가롭게 건강식 잘 먹고 왔습니다.,"<a href=""https://www.diningcode.com/profile.php?rid=AuH90Y1ddKpe"">Review - 소도리</a> ",9,9,CA01,IC01,SC01,2026-05-08 10:32,positive,0.985,#정갈하고 맛있는#한상 잘 먹었습니다#건강식 잘 먹고
499,Review - 소도리,진짜 반찬 하나하나에 정성이 듬뿍들어갔어요 맛도 좋고 신선하고 주차도 4대정도 할수있고 넓음 주문진가면 회생각하는데 여기가 최고..,"<a href=""https://www.diningcode.com/profile.php?rid=AuH90Y1ddKpe"">Review - 소도리</a> ",9,9,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9971,#정성이 듬뿍들어갔어요#맛도 좋고#신선하고#여기가 최고
500,Crawl - 빛고을식당,,"<a href=""https://www.diningcode.com/profile.php?rid=HsgdDIj7ochO"">Crawl - 빛고을식당</a> ",10,10,CA01,IC01,SC01,2026-05-08 10:32,positive,0.5076,
501,Review - 빛고을식당,점심식사 메뉴로 맛있어요 하지만 정식말고 따로따로 먹기를 추천,"<a href=""https://www.diningcode.com/profile.php?rid=HsgdDIj7ochO"">Review - 빛고을식당</a> ",10,10,CA01,IC01,SC01,2026-05-08 10:32,negative,0.9179,#정식말고#따로따로 먹기를 추천
502,Review - 빛고을식당,부모님을 모시고 가면 좋은 소리만 들을 것 같은 식당이에요! 사장님도 너~~~무 친절하시고 무엇보다 음식맛이 진짜 너무 맛있습니다:-),"<a href=""https://www.diningcode.com/profile.php?rid=HsgdDIj7ochO"">Review - 빛고을식당</a> ",10,10,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9121,#사장님도 너~~~무 친절하시고#음식맛이 진짜 너무 맛있습니다
503,Review - 빛고을식당,무엇을 먹을까 한참을 고민하다 발견한 한식당이라 혹시나 하는 마음에 방문했는데 사장님및 직원분들도 너무 친절하시고 음식도 정갈하니 너무 맛있어서 즐겁고 맛있게 식사하고 왔답니다.경포 여행2일중 2끼를 먹은집.맛집이였어요~,"<a href=""https://www.diningcode.com/profile.php?rid=HsgdDIj7ochO"">Review - 빛고을식당</a> ",10,10,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9943,#너무 친절하시고#너무 맛있어서#즐겁고 맛있게#맛집이였어요
504,Review - 빛고을식당,"황태해장국 맛집임, 스카이베이에서 가깝고 주차는 불가하지만 근처 가능한 주차장이 있어 불편하지 않음, 속풀이로 황태해장국 적극추천! 식사 후 해변가 걷기도 최고임","<a href=""https://www.diningcode.com/profile.php?rid=HsgdDIj7ochO"">Review - 빛고을식당</a> ",10,10,CA01,IC01,SC01,2026-05-08 10:32,positive,0.993,#황태해장국 맛집#적극추천#해변가 걷기도 최고
505,Review - 빛고을식당,아침식사 먹으러 갔는데 진짜 맛있어요. 양도 많고 간도 적당해요.,"<a href=""https://www.diningcode.com/profile.php?rid=HsgdDIj7ochO"">Review - 빛고을식당</a> ",10,10,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9803,#진짜 맛있어요#양도 많고#간도 적당해요
506,Review - 빛고을식당,간단하게 먹을려고 들어간 식당반찬도 괜찮고 맛있어요!,"<a href=""https://www.diningcode.com/profile.php?rid=HsgdDIj7ochO"">Review - 빛고을식당</a> ",10,10,CA01,IC01,SC01,2026-05-08 10:32,positive,0.9931,#반찬도 괜찮고#맛있어요
